event_id,telegraph_ts,source,telegraph_text,mapped_tickers,direction,mechanism,horizon_days,chain_depth,audience_breadth,polymarket_query,confidence,rationale
TRT079,2026-05-03T15:13:45+0000,Trump (Truth Social),"Trump Administration to Withdraw Thousands of Troops From NATO Ally Germany, Pentagon Says: https://www.breitbart.com/europe/2026/05/02/trump-admin-to-withdraw-thousands-of-troops-from-nato-ally-germany/",EUAD,long,US troop withdrawal from Germany signals reduced American security guarantee -> European states accelerate own defense spending -> European aerospace/defense contractors (EUAD basket) benefit.,45,2,megaphone,US withdraws troops from Germany in 2026,medium,"As of early May 2026, a confirmed Pentagon plan to pull thousands of US troops from Germany reinforces the multi-year narrative of US disengagement from European defense, pressuring NATO allies to self-fund security; European defense names (Rheinmetall, BAE, Leonardo, Thales) captured by the US-listed EUAD ETF are the cleanest tradable expression. Trump posting it on Truth Social broadcasts it to the whole market instantly."
TRT080,2026-05-03T20:35:01+0000,Trump (Truth Social),"Countries from all over the World, almost all of which are not involved in the Middle Eastern dispute going on so visibly, and violently, for all to see, have asked the United States if we could help free up their Ships, which are locked up in the Strait of Hormuz, on something which they have absolutely nothing to do with — They are merely neutral and innocent bystanders! For the good of Iran, the Middle East, and the United States, we have told these Countries that we will guide their Ships safely out of these restricted Waterways, so that they can freely and ably get on with their business. Again, these are Ships from areas of the World that are not in any way involved with that which is currently taking place in the Middle East. I have told my Representatives to inform them that we will use best efforts to get their Ships and Crews safely out of the Strait. In all cases, they said they will not be returning until the area becomes safe for navigation, and everything else. This process, Project Freedom, will begin Monday morning, Middle East time. I am fully aware that my Representatives are having very positive discussions with the Country of Iran, and that these discussions could lead to something very positive for all. The Ship movement is merely meant to free up people, companies, and Countries that have done absolutely nothing wrong — They are victims of circumstance. This is a Humanitarian gesture on behalf of the United States, Middle Eastern Countries but, in particular, the Country of Iran. Many of these Ships are running low on food, and everything else necessary for largescale crews to stay on board in a healthy and sanitary manner. I think it would go a long way in showing Goodwill on behalf of all of those who have been fighting so strenuously over the last number of months. If, in any way, this Humanitarian process is interfered with, that interference will, unfortunately, have to be dealt with forcefully. Thank you for your attention to this matter!DONALD J. TRUMPPRESIDENT OF THE UNITED STATES OF AMERICA",BNO;USO;FRO,long,Trump confirms active Strait of Hormuz blockage and a US naval escort op amid an Iran conflict -> persistent oil-transit disruption and escalation risk -> Brent/WTI risk premium and tanker rates stay elevated.,14,2,megaphone,US-Iran military conflict or Strait of Hormuz closure 2026,medium,"Telegraph explicitly states ships are 'locked up' in the Strait of Hormuz during a visible, violent Middle East dispute involving Iran, with a US military escort operation ('Project Freedom') beginning and a threat to respond 'forcefully' to interference. Roughly one-fifth of global oil flows transit Hormuz, so confirmed disruption plus active US-Iran escalation keeps the oil risk premium bid; blocked/diverted shipping spikes tanker spot rates. The de-escalation hint ('positive discussions') is hedged and unresolved, so the dominant near-term signal remains supply-disruption risk. Brent (BNO) is most Hormuz-sensitive; FRO captures tanker-rate spikes."
TRT081,2026-05-04T17:16:58+0000,Trump (Truth Social),"Iran has taken some shots at unrelated Nations with respect to the Ship Movement, PROJECT FREEDOM, including a South Korean Cargo Ship. Perhaps it's time for South Korea to come and join the mission! We've shot down seven small Boats or, as they like to call them, ""fast"" Boats. It's all they have left. Other than the South Korean Ship, there has been, at this moment, no damage going through the Strait. Secretary of War Pete Hegseth and Chairman of the Joint Chiefs of Staff, Dan Caine, will have a News Conference tomorrow morning. Thank you for your attention to this matter! President DONALD J. TRUMP",USO;BNO;FRO;STNG,long,Trump confirms active US-Iran naval clashes and a struck cargo ship around the Strait of Hormuz -> elevated oil-supply/chokepoint risk premium and rerouting -> crude prices and crude-tanker rates rise.,21,2,megaphone,US-Iran military conflict / Strait of Hormuz disruption 2026,medium,"Pre-catalyst, the post (top Trump Truth Social) describes an ongoing armed escalation around the Strait of Hormuz ('Project Freedom'), Iran attacking shipping including a South Korean vessel, US shooting down fast boats, and a Hegseth/Caine press conference scheduled. The Strait carries ~20% of global seaborne oil; active naval conflict and a struck cargo ship raise the oil risk premium (USO/BNO) and tighten/elevate tanker spot rates via rerouting and war-risk insurance (FRO/STNG). Trump notes 'no damage going through the Strait' yet, so flows continue but threat persists, favoring a short geopolitical-risk holding window."
TRT082,2026-05-05T22:52:09+0000,Trump (Truth Social),"Based on the request of Pakistan and other Countries, the tremendous Military Success that we have had during the Campaign against the Country of Iran and, additionally, the fact that Great Progress has been made toward a Complete and Final Agreement with Representatives of Iran, we have mutually agreed that, while the Blockade will remain in full force and effect, Project Freedom (The Movement of Ships through the Strait of Hormuz) will be paused for a short period of time to see whether or not the Agreement can be finalized and signed. President DONALD J. TRUMP",USO;BNO;XLE,long,Trump confirms an active blockade of Iran plus a pause on ship movement (Project Freedom) through the Strait of Hormuz -> ~20% of seaborne crude transit is choked -> oil supply disruption -> crude and energy equities bid.,10,2,megaphone,US-Iran nuclear/military agreement signed in 2026,medium,"Telegraph confirms an ongoing US military campaign and blockade against Iran with a now-paused transit regime through Hormuz, the world's most critical oil chokepoint; halting ship movement while keeping the blockade in force mechanically constrains crude flows, the most direct read being upward pressure on oil. The 'short period' framing and 'progress toward agreement' temper duration, so a brief holding window on oil/energy instruments (USO, BNO crude, XLE majors) captures the supply-shock leg before any de-escalation reverses it."
TRT083,2026-05-06T11:41:41+0000,Trump (Truth Social),"Assuming Iran agrees to give what has been agreed to, which is, perhaps, a big assumption, the already legendary Epic Fury will be at an end, and the highly effective Blockade will allow the Hormuz Strait to be OPEN TO ALL, including Iran. If they don't agree, the bombing starts, and it will be, sadly, at a much higher level and intensity than it was before. Thank you for your attention to this matter! President DONALD J. TRUMP",USO;BNO;XLE,long,Trump threatens escalated bombing of Iran and confirms an active Hormuz blockade -> persistent supply disruption and risk premium on crude -> oil price and energy equities bid higher.,21,2,megaphone,US military strike on Iran in 2026,medium,"Top-of-feed Trump Truth Social post explicitly references an ongoing 'Blockade' of the Strait of Hormuz (through which ~20% of global oil flows) and threatens escalated bombing if Iran does not comply. Either outcome keeps a fat geopolitical risk premium on crude in the near term; the most direct expression is long oil (USO/BNO) and energy producers (XLE). The conditional framing ('if they don't agree, the bombing starts') signals continued supply uncertainty rather than clean de-escalation, supporting upside oil pressure over a short geopolitical horizon."
TRT084,2026-05-06T15:08:37+0000,Trump (Truth Social),"Lilly commits additional $4.5 billion across Indiana manufacturing sites, opens first dedicated genetic medicine facility: https://investor.lilly.com/news-releases/news-release-details/lilly-commits-additional-45-billion-across-indiana-manufacturing",LLY,long,Trump amplifies Eli Lilly's $4.5B Indiana manufacturing/genetic-medicine investment -> positive reshoring/capex headline + presidential endorsement -> bullish for LLY.,7,1,broad,,low,"Pre-catalyst: Lilly is a large-cap pharma already expanding US manufacturing amid tariff/reshoring pressure; a presidential shout-out of a $4.5B domestic investment is a direct, favorable headline for the named company, with genetic-medicine facility signaling capacity growth. Single-company equity trigger, so no clean market-resolvable upstream event; effect on a $700B+ stock from a capex announcement is typically modest and short-lived, hence short horizon and low confidence."
TRT085,2026-05-07T22:34:08+0000,Trump (Truth Social),"Three World Class American Destroyers just transited, very successfully, out of the Strait of Hormuz, under fire. There was no damage done to the three Destroyers, but great damage done to the Iranian attackers. They were completely destroyed along with numerous small boats, which are being used to take the place of their fully decapitated Navy. These boats went to the bottom of the Sea, quickly and efficiently. Missiles were shot at our Destroyers, and were easily knocked down. Likewise, drones came, and were incinerated while in the air. They dropped ever so beautifully down to the Ocean, very much like a butterfly dropping to its grave! A normal Country would have allowed these Destroyers to pass, but Iran is not a normal Country. They are led by LUNATICS, and if they had the chance to use a Nuclear Weapon, they would do it, without question — But they'll never have that opportunity and, just like we knocked them out again today, we'll knock them out a lot harder, and a lot more violently, in the future, if they don't get their Deal signed, FAST! Our three Destroyers, with their wonderful Crews, will now rejoin our Naval Blockade, which is truly a ""Wall of Steel."" President DONALD J. TRUMP",USO;BNO;ITA,long,Trump confirms active US naval blockade and firefights in the Strait of Hormuz -> threat to ~20% of seaborne oil transit and military escalation with Iran -> oil prices and defense names spike.,21,2,megaphone,US-Iran military conflict / Strait of Hormuz blockade 2026,medium,Pre-event: the Strait of Hormuz is the world's most critical oil chokepoint; an explicit Trump-declared naval 'Wall of Steel' blockade plus live combat with Iran signals acute supply-risk premium for crude (USO/BNO) and heightened defense procurement/conflict tone (ITA). A top Trump Truth Social post describing destroyers under fire is instantly read market-wide. Oil ETFs are the cleanest expression of Hormuz disruption risk; horizon kept short as escalation/de-escalation around a 'Deal' is fluid.
TRT086,2026-05-08T18:00:31+0000,Trump (Truth Social),"I am pleased to announce that there will be a THREE DAY CEASEFIRE (May 9th, 10th, and 11th) in the War between Russia and Ukraine. The Celebration in Russia is for Victory Day but, likewise, in Ukraine, because they were also a big part and factor of World War II. This Ceasefire will include a suspension of all kinetic activity, and also a prison swap of 1,000 prisoners from each Country. This request was made directly by me, and I very much appreciate its agreement by President Vladimir Putin and President Volodymyr Zelenskyy. Hopefully, it is the beginning of the end of a very long, deadly, and hard fought War. Talks are continuing on ending this Major Conflict, the biggest since World War II, and we are getting closer and closer every day. Thank you for your attention to this matter! President DONALD J. TRUMP",ITA,short,Trump announces Russia-Ukraine ceasefire and frames it as 'beginning of the end' of the war -> rising peace/de-escalation expectations erode the conflict risk premium embedded in defense stocks -> aerospace & defense ETF declines.,10,2,megaphone,Russia Ukraine ceasefire or peace deal in 2026,low,"Top Trump Truth Social post announcing a 3-day ceasefire plus prisoner swap and progress toward ending the war signals de-escalation, the most direct liquid expression of which is a fade in defense-sector demand expectations (ITA). However, short Victory-Day ceasefires have historically been fragile and easily broken, and the war's structural drivers remain, so directionally the peace narrative pressures defense names but with low conviction. No look-ahead used; reasoning rests only on the stated ceasefire/peace-talk framing as of 2026-05-08."
TRT087,2026-05-10T18:43:57+0000,Trump (Truth Social),"ALL FEDERAL AGENCIES MUST BUY AMERICAN — NO EXCUSES! For decades, Washington politicians sent your Taxpayer Dollars overseas, and let Foreign Countries rip us off while our Workers, Factories, and Supply Chains were left behind. That betrayal is OVER. My Administration is strengthening MADE IN AMERICA Laws, ENDING Waiver Loopholes, and STOPPING the Federal Government from buying Foreign Products when Great American Products are available — And to the D.C. Bureaucrats: NO MORE handing out Waivers like candy! No more rubber-stamping exceptions for Foreign Products while American Workers get shafted. We are putting American Workers, American Factories, and American Supply Chains FIRST — Bigger, better, and stronger than ever before! I already signed EO 14392 to crack down on fake ""MADE IN AMERICA"" claims, and we are enforcing it HARD. No more games. No more fake labels. No more ripping off the American Taxpayer. AMERICA FIRST means BUY AMERICAN! President DONALD J. TRUMP",NUE;STLD;PAVE,long,Trump tightens Buy American federal procurement and ends waiver loopholes -> federal dollars steered toward US-made steel and domestic industrial/infrastructure products -> domestic steelmakers and US-content industrial basket benefit.,45,3,megaphone,,low,"Pre-catalyst, EO 14392 already signed and 'Buy American' has been a standing Trump-era theme; the post reinforces stricter domestic-content procurement, a directional positive for US steel and domestically-sourced industrials. Federal procurement is only a fraction of these firms' revenue, so the link is real but diffuse (multi-hop), warranting a sentiment-driven long with modest horizon and low confidence."
TRT088,2026-05-18T19:01:25+0000,Trump (Truth Social),"I have been asked by the Emir of Qatar, Tamim bin Hamad Al Thani, the Crown Prince of Saudi Arabia, Mohammed bin Salman Al Saud, and the President of the United Arab Emirates, Mohamed bin Zayed Al Nahyan, to hold off on our planned Military attack of the Islamic Republic of Iran, which was scheduled for tomorrow, in that serious negotiations are now taking place, and that, in their opinion, as Great Leaders and Allies, a Deal will be made, which will be very acceptable to the United States of America, as well as all Countries in the Middle East, and beyond. This Deal will include, importantly, NO NUCLEAR WEAPONS FOR IRAN! Based on my respect for the above mentioned Leaders, I have instructed Secretary of War, Pete Hegseth, The Chairman of The Joint Chiefs of Staff, General Daniel Caine, and The United States Military, that we will NOT be doing the scheduled attack of Iran tomorrow, but have further instructed them to be prepared to go forward with a full, large scale assault of Iran, on a moment's notice, in the event that an acceptable Deal is not reached. Thank you for your attention to this matter! President DONALD J. TRUMP",USO;XLE,short,Trump publicly calls off an imminent strike on Iran citing live Gulf-brokered negotiations -> geopolitical risk premium in crude deflates -> oil and energy equities fall.,7,2,megaphone,US military strike on Iran in 2026,medium,"Pre-catalyst context: an attack was reportedly scheduled for the next day, and oil had been carrying a war-risk premium amid Iran tensions. Trump's top-of-feed statement that he is standing down in favor of negotiations (with Gulf allies predicting an acceptable no-nukes deal) is a de-escalation signal that typically bleeds the geopolitical premium out of crude and energy names. The 'be prepared to attack on a moment's notice' clause caps the move and argues for a short holding window, since the truce is fragile and could reverse."
TRT089,2026-05-21T20:26:22+0000,Trump (Truth Social),"Based on the successful Election of the now President of Poland, Karol Nawrocki, who I was proud to Endorse, and our relationship with him, I am pleased to announce that the United States will be sending an additional 5,000 Troops to Poland. Thank you for your attention to this matter! President DONALD J. TRUMP",ITA;LMT;RTX,long,"Trump announces extra 5,000 US troops to Poland -> reaffirmed/escalated NATO eastern-flank commitment and sustained US defense procurement -> long aerospace & defense names.",30,2,megaphone,US increases troop presence in Poland in 2026,low,"A top-of-feed Trump Truth Social post (megaphone) announcing additional troop deployment to a NATO frontline state signals continued elevated US/European defense posture, the cleanest beneficiaries being US prime defense contractors and the defense ETF; incremental 5,000 troops is modest, so directional but low-conviction. Reasoning uses only the announcement itself and pre-2026-05-21 context of US-Poland defense alignment."
TRT090,2026-05-29T14:51:24+0000,Trump (Truth Social),"Iran must agree that they will never have a Nuclear Weapon or Bomb. The Hormuz Strait must be immediately open, no tolls, for unrestricted shipping traffic, in both directions. All water mines (bombs), if any, will be terminated (we have removed, through detonation, numerous such mines with our great underwater mine sweepers. Iran will complete the immediate removal and/or detonation of any mines that are left, which will not be many!). Ships caught in the Strait due to our amazing and unprecedented Naval Blockade, which will now be lifted, may start the process of ""heading home!"" Say HELLO to your wives, husbands, parents, and families from me, your favorite President! The enriched material, sometimes referred to as ""Nuclear Dust,"" which is buried deep underground with virtually collapsed mountains, caused by our powerful B2 Bomber attack 11 months ago, sitting on top of it, will be unearthed by the United States (which, it is agreed, is the only Country, along with China, with the mechanical capability of doing so!), in close coordination and conjunction with the Islamic Republic of Iran, plus the International Atomic Energy Agency, and DESTROYED. No money will be exchanged, until further notice. Other items, of far less importance, have been agreed to. I will be meeting now, in the Situation Room, to make a final determination. Thank you for your attention to this matter! President DONALD J. TRUMP",USO;BNO,short,"Trump announces Iran de-escalation, lifting of naval blockade and immediate reopening of the Strait of Hormuz to unrestricted shipping -> the geopolitical supply-risk premium on crude unwinds -> oil ETFs fall.",10,2,megaphone,US-Iran nuclear agreement 2026,medium,"Prior to this post, the market had priced a war risk premium into crude from the US-Iran conflict (B2 strikes ~11 months earlier, naval blockade, Hormuz mining threat). A top Trump Truth Social post declaring the blockade lifted, Hormuz reopened 'immediately' with no tolls and mines cleared is an explicit de-escalation that removes the supply-disruption fear bid. The cleanest direct instrument is the unwinding of the crude oil risk premium via oil ETFs, held short over the short window in which the premium deflates."
TRT091,2026-06-01T17:29:52+0000,Trump (Truth Social),"I had a very productive call with Prime Minister Bibi Netanyahu, of Israel, and there will be no Troops going to Beirut, and any Troops that are on their way, have already been turned back. Likewise, through highly placed Representatives, I had a very good call with Hezbollah, and they agreed that all shooting will stop — That Israel will not attack them, and they will not attack Israel. President DONALD J. TRUMP",EIS,long,Trump announces Israel-Hezbollah ceasefire and halt to Beirut operation -> reduced war risk premium on Israeli assets -> Israeli equity ETF rerates higher.,21,2,megaphone,Israel-Hezbollah ceasefire holds June 2026,medium,"Top Trump Truth Social post announcing a de-escalation: troops turned back from Beirut and a mutual cease-fire with Hezbollah. The most direct clean instrument expressing reduced Israeli geopolitical/war risk is the iShares Israel ETF (EIS), which historically discounts ceasefire/escalation news. Mapped from pre-catalyst logic only: de-escalation lowers the conflict risk premium embedded in Israeli equities."
TRT092,2026-06-05T23:28:26+0000,Trump (Truth Social),"I am pleased to announce that TrumpRx.gov is adding another 160 Prescription Drugs, at highly discounted prices, for a new total of over 800 of the most commonly-used Prescription Drugs. TrumpRx.gov will now provide clear, transparent, and DISCOUNTED offerings for FOUR OUT OF FIVE of every prescription filled by Americans. I was proud to make History during my First Term when we lowered Drug Prices, even if by a tiny percentage, because this amounted to a HUGE change compared to other presidents only raising Drug Prices, endlessly and significantly, every year. Then, during my Second Term, I decided to go BIG with Most Favored Nations Pricing — That is to say, we pay no more or, ideally, less than any other Country for the same exact Drug. Now we are cutting Prices, and cutting them by a LOT, sometimes by 400 or 500 or 600 Percent! These Most Favored Nations Deals have already, in fact, saved American Patients over 400 Million Dollars since the launch of TrumpRx.gov. Of course, Most Favored Nations would not be possible without my use of TARIFFS, which are getting other Countries to ""pay up"" instead of relying on American Patients getting ripped off, as they were for decades until I ordered an immediate ""stop"" to this very unfair and, frankly, foolish situation. This is all great news, and I have instructed my Administration to secure more Most Favored Nations Deals, more Partnerships, and Lower Prices for every American Patient. Before filling out a Prescription, make sure you ""CHECK OUT"" – TRUMPRX.GOV. Thank you for your attention to this matter! President DONALD J. TRUMPHTTPS://TRUMPRX.GOV",PFE;MRK;BMY;AMGN;PPH,short,Trump touts expanded TrumpRx.gov discounts and Most-Favored-Nations pricing forcing US drug prices down -> branded pharma revenue/margin compression -> large-cap pharma names and pharma ETF fall.,21,2,megaphone,Trump Most Favored Nations drug pricing 2026,medium,"Pre-2026-06-05 context: TrumpRx.gov already launched and MFN pricing policy in force using tariff leverage; expanding mandated discounts to 800 drugs covering ~80% of prescriptions pressures branded drugmaker pricing power and revenue. Most direct expression is short large-cap US pharma and a pharma ETF. This is a megaphone Trump post the market reads instantly, though MFN headlines have recurred so some pricing-in is possible, hence medium confidence and a short holding window around the fresh announcement."
TRT093,2026-06-08T10:34:10+0000,Trump (Truth Social),"Both sides, Israel and Iran, are looking to do an immediate CEASEFIRE! Final negotiations on ""Peace"" are proceeding, subject to ignorance or stupidity getting in its way. The Blockade will remain in place, and in full force and effect, until a ""Final Deal"" is reached. Things should move quickly. Thank you for your attention to this matter! President DONALD J. TRUMP",USO;BNO,short,Trump announces imminent Israel-Iran ceasefire -> Middle East war-risk premium in crude deflates -> oil-tracking ETFs fall.,7,2,megaphone,Israel-Iran ceasefire by June 2026,medium,"As of the telegraph, an active Israel-Iran conflict with a standing blockade had embedded a geopolitical risk premium into crude oil. A top Trump Truth Social post announcing an imminent ceasefire signals de-escalation, which historically bleeds the war premium out of oil prices. USO and BNO are the most direct liquid US-listed expressions of WTI/Brent. Caveat noted in the text itself ('Blockade remains until Final Deal') keeps the move uncertain and fast, justifying a short horizon."
TRT094,2026-06-09T16:38:07+0000,Trump (Truth Social),"I have just been informed by our Great Military that last night the Iranians shot down one of our highly sophisticated Apache Helicopters while patrolling over the Strait of Hormuz. There were two pilots involved, both are safe and uninjured. Nevertheless, the United States must, of necessity, respond to this attack. Thank you for your attention to this matter! President DONALD J. TRUMP",USO;ITA,long,Trump announces Iran downed a US Apache over Strait of Hormuz and vows military response -> heightened Gulf conflict risk threatens the world's key oil chokepoint and lifts defense demand -> crude oil and defense-contractor instruments rise.,14,2,megaphone,US military strike on Iran in 2026,medium,"A presidential statement promising retaliation after an Iranian attack near the Strait of Hormuz raises the perceived probability of armed conflict in a region carrying ~20% of seaborne oil. Pre-catalyst, such escalation reliably bids a crude oil proxy (USO) on supply-disruption fear and a defense ETF (ITA) on expected military action. Megaphone reach via Trump's Truth Social ensures instant, broad market parsing. Short horizon since geopolitical risk premia tend to decay or re-price quickly."
TRT095,2026-06-10T11:32:52+0000,Trump (Truth Social),"The Fake News Media refuses to report how EFFECTIVE the U.S. Naval BLOCKADE is, the most successful Blockade in the history of Naval Warfare. NOTHING GETS THROUGH unless we want it to. IT IS A STEEL WALL! Iran is doing ZERO business, not paying their military, or any of their bills, and quickly becoming a FAILED NATION! Lots of oil is getting out. Praise be to Allah! President DONALD J. TRUMP",USO;BNO;XLE,long,Trump confirms an active US naval blockade of Iran -> physical disruption and Strait of Hormuz risk premium on crude supply -> oil prices and energy equities bid higher.,21,2,megaphone,US-Iran military conflict or naval blockade in 2026,medium,"A presidential confirmation of an ongoing US naval blockade of Iran is a live geopolitical supply-shock catalyst; even with Trump downplaying ('lots of oil is getting out'), a blockade plus Hormuz risk keeps a war premium in crude and supports energy names. Trade the most direct supply-disruption instruments (crude ETFs USO/BNO, energy sector XLE) long. Top Trump Truth Social post = megaphone reach the whole market parses instantly."
TRT096,2026-06-11T12:22:08+0000,Trump (Truth Social),"The United States will be hitting Iran (Whose Navy, Air Force, Radar, Anti Aircraft, and all other forms of Defense, together with most of its offensive capability, are GONE!), VERY HARD TONIGHT. At some point in the not too distant future, we will be taking Kharg Island, and other oil infrastructure points, and assume total control of their Oil and Gas Markets, much like we have with Venezuela, which is working out brilliantly for both Venezuela and the United States of America. Thank you for your attention to this matter! President DONALD J. TRUMP",USO;BNO;XLE,long,Trump threatens to strike Iran tonight and seize Kharg Island and Iranian oil/gas infrastructure -> risk of supply disruption from a major OPEC exporter and Strait of Hormuz tension -> crude oil and energy equity prices spike.,14,2,megaphone,US military strike on Iran June 2026,medium,"Pre-catalyst, the post is an explicit Presidential threat of imminent military action against Iran and direct seizure of Kharg Island, which handles the overwhelming majority of Iran's crude exports. Attacks on the region's oil infrastructure and the implied Hormuz risk historically drive crude and energy-equity prices higher on a supply-shock premise. Most direct instruments are oil ETFs (USO, BNO) and the energy sector (XLE). Top Trump Truth Social post is read instantly by the whole market, hence megaphone. Horizon kept short as geopolitical spikes mean-revert."
TRT097,2026-06-11T17:28:48+0000,Trump (Truth Social),"Based on the fact that discussions with the Islamic Republic of Iran have been brought to the highest level of Iranian leadership and approved, I have, as President of the United States of America, cancelled the scheduled strikes and bombings against Iran this evening. Discussions and final points have been, in both concept and great detail, approved by all parties involved, including the United States, Israel, Saudi Arabia, UAE, Qatar, Turkey, Pakistan, Bahrain, Kuwait, Jordan, Egypt, and others. The Naval Blockade will remain in full force and effect until this Transaction is finalized — Time and place of the signing to be announced shortly.DONALD J. TRUMPPRESIDENT OF THE UNITED STATES OF AMERICA",USO;BNO,short,Trump cancels imminent strikes on Iran and announces an approved multilateral deal -> Middle East war-risk premium drains out of crude -> oil ETFs fall.,7,2,megaphone,US military strike on Iran in 2026,medium,"A top Trump Truth Social post cancelling scheduled strikes and announcing a broadly-approved regional deal is a clear de-escalation signal; oil had carried a conflict risk premium tied to Iran/Hormuz tensions, so removal of imminent kinetic action typically bleeds that premium out of crude. The retained naval blockade tempers the move (keeping it short-horizon and not high-confidence), but the dominant near-term read is risk-off premium fading. Reasoning uses only the telegraph content and prior knowledge that oil prices embed Gulf conflict risk."
TRT098,2026-06-14T21:29:48+0000,Trump (Truth Social),"The Deal with the Islamic Republic of Iran is now complete. Congratulations to all! I hereby fully authorize the toll free opening of the Strait of Hormuz, and, simultaneously herewith, authorize the immediate removal of the United States Naval blockade. Ships of the World, start your engines. Let the oil flow! President DONALD J. TRUMP",USO;BNO,short,"Trump declares Iran deal done and lifts the US naval blockade of the Strait of Hormuz -> previously disrupted Gulf crude supply flows freely again -> crude oil prices fall, dragging oil-tracking ETFs lower.",10,1,megaphone,US-Iran deal / Strait of Hormuz reopens 2026,medium,"Pre-telegraph context implied an active US naval blockade and Hormuz closure, which would have driven a war/supply-risk premium into crude. A presidential declaration removing the blockade and reopening the strait directly restores Gulf oil supply, the cleanest expression of which is a short in crude-oil ETFs (USO, BNO). Top Trump Truth Social post = instantly read by the whole market. Short horizon because the oil price re-rating to renewed supply is a fast, front-loaded move."
TRT099,2026-06-15T13:06:11+0000,Trump (Truth Social),"Ships are starting to move, many loaded up with Oil, out of the Strait of Hormuz. They are going along the Southern ""Highway,"" which is totally safe, secure, and pristine. There are other areas of travel, also!!! President DJT",USO;BNO,short,Trump publicly declares oil tankers safely transiting the Strait of Hormuz -> signals de-escalation and no supply disruption -> the war/closure risk premium in crude deflates -> oil ETFs fall.,7,2,megaphone,Strait of Hormuz closed or blocked in 2026,medium,"Mid-June 2026 context: heightened Iran/Hormuz tension had built an oil risk premium. A top-of-feed Trump post reassuring the market that tankers are moving freely and the route is 'totally safe' reads as de-escalation, which mechanically bleeds the geopolitical risk premium out of crude. Most direct expression is shorting crude-oil ETFs (USO for WTI, BNO for Brent). Reactive, fast-decaying signal, so a short holding window."
